r,2.039000,2.065000
aa,216.554000,216.593000
ae,26.724000,26.752000
ah,51.308000,51.337000
ao,38.570000,38.585000
aw,25.217000,25.334000
ay,31.421000,31.461000
b,48.259000,48.282000
ch,79.312000,79.354000
d,86.888000,86.901000
dh,88.666000,88.724000
eh,118.179000,118.198000
er,88.881000,88.951000
ey,48.623000,48.653000
f,92.735000,92.807000
g,132.882000,132.927000
hh,201.096000,201.164000
ih,25.565000,25.584000
iy,29.602000,29.695000
k,80.806000,80.816000
l,185.480000,185.548000
m,189.046000,189.152000
n,163.090000,163.111000
ng,161.594000,161.662000
ow,163.872000,163.928000
oy,100.458000,100.614000
s,4.983000,5.037000
p,22.987000,23.017000
sh,204.568000,204.592000
t,116.586000,116.605000
th,41.897000,41.930000
uw,99.805000,99.881000
w,111.993000,112.014000
y,56.075000,56.105000
